Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Intel® Pentium® Processor D Series,Server,2016.25,14,200,4,8,1.5,6,64-bit,25,128,2,35.07890148212729
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,2,14,28,2,35,64-bit,115,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,1,10,20,2,25,64-bit,115,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,3,16,32,2.1,40,64-bit,115,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,4,18,36,2.2,45,64-bit,140,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,4,18,36,2.4,45,64-bit,165,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,4,20,40,2.1,50,64-bit,140,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,5,22,44,2.2,55,64-bit,150,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,7,24,48,2.2,60,64-bit,165,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,6,10,20,2.8,60,64-bit,165,3.07,4,85
Intel® Xeon® Processor E7 v4 Family,Server,2016.25,14,6,4,8,3.2,60,64-bit,140,3.07,4,85
6th Generation Intel® Core™ i7 Processors,Desktop,2016.25,14,310.6126932084309,4,8,3.3,8,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2016.25,14,310.6126932084309,4,4,2.8,6,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2016.25,14,310.6126932084309,4,4,3.2,6,64-bit,65,64,2,34.1
Intel® Pentium® Processor N Series,Mobile,2016,14,161,4,4,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Pentium® Processor J Series,Desktop,2016,14,310.6126932084309,4,4,1.6,2,64-bit,6.5,8,2,35.07890148212729
Intel® Pentium® Processor 1000 Series,Mobile,2016,22,86,4,4,2.41,2,64-bit,10,8,2,21.3
Intel® Celeron® Processor G Series,Embedded,2016,14,107,2,2,2.4,2,64-bit,35,64,2,34.1
Intel® Celeron® Processor G Series,Embedded,2016,14,107,2,2,1.6,2,64-bit,25,64,2,34.1
Intel® Celeron® Processor J Series,Desktop,2016,14,107,2,2,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor J Series,Desktop,2016,14,310.6126932084309,4,4,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2016,14,107,4,4,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2016,14,107,2,2,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2016,14,107,2,2,1.04,2,64-bit,4,8,2,35.07890148212729
Intel® Atom™ Processor X Series,Mobile,2016,14,37,4,4,1.6,2,64-bit,62.42167580910587,8,2,25.6
Intel® Atom™ Processor X Series,Embedded,2016,14,39,4,4,1.04,2,64-bit,5,8,2,35.07890148212729
Intel® Atom™ Processor X Series,Mobile,2016,14,310.6126932084309,4,4,1.44,2,64-bit,62.42167580910587,2,1,12.8
Intel® Atom™ Processor X Series,Mobile,2016,14,21,4,4,1.44,2,64-bit,62.42167580910587,2,1,12.8
Intel® Atom™ Processor X Series,Mobile,2016,14,27,4,4,1.44,2,64-bit,62.42167580910587,8,2,25.6
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,213,6,6,1.7,15,64-bit,85,1.54,4,59.7
Intel® Xeon® Processor E5 v4 Family,Embedded,2016,14,363,8,16,1.6,20,64-bit,50,1.54,4,59.7
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,306,8,8,1.7,20,64-bit,85,1.54,4,59.7
Intel® Xeon® Processor E5 v4 Family,Embedded,2016,14,779,10,20,2.2,25,64-bit,75,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,417,8,16,2.1,20,64-bit,85,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,444,4,8,2.6,10,64-bit,85,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Embedded,2016,14,1,12,24,1.9,30,64-bit,75,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,612,10,20,1.8,25,64-bit,55,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,667,10,20,2.2,25,64-bit,85,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,996,4,8,3.5,15,64-bit,135,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,939,10,20,2.4,25,64-bit,90,1.54,4,68.3
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1,6,12,3.4,20,64-bit,135,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Embedded,2016,14,1,14,28,1.8,35,64-bit,75,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1,14,28,1.7,35,64-bit,65,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1166,12,24,2.2,30,64-bit,105,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1,14,28,2,35,64-bit,105,122.35792439372325,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2,8,16,3.2,25,64-bit,135,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Embedded,2016,14,1,14,28,2.3,35,64-bit,105,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1745,14,28,2.4,35,64-bit,120,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,1,16,32,2.1,40,64-bit,120,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2141,12,24,3,30,64-bit,160,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2090,14,28,2.6,35,64-bit,135,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2424,18,36,2.1,45,64-bit,120,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2,16,32,2.6,40,64-bit,145,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,2,18,36,2.3,45,64-bit,145,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,3,20,40,2.2,50,64-bit,135,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2016,14,4,22,44,2.2,55,64-bit,145,1.54,4,76.8
Intel® Xeon® Processor E3 v5 Family,Mobile,2016,14,489,4,8,2.8,8,64-bit,45,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Mobile,2016,14,679,4,8,2.9,8,64-bit,45,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Mobile,2016,14,1,4,8,3,8,64-bit,45,64,2,34.1
Intel® Xeon® Processor D Family,Server,2016,14,844,12,24,1.5,18,64-bit,45,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2016,14,1,12,24,2.1,18,64-bit,65,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2016,14,1,16,32,1.3,24,64-bit,45,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2016,14,1,16,32,1.3,24,64-bit,45,128,2,35.07890148212729
6th Generation Intel® Core™ i7 Processors,Mobile,2016,14,415,2,4,2.4,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2016,14,434,4,8,2.6,6,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2016,14,434,4,8,2.7,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2016,14,623,4,8,2.8,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2016,14,306,4,4,2.3,6,64-bit,45,64,2,34.1
Intel® Quark™ SE C1000 Microcontroller Series,Embedded,2015.75,34.664870689655174,7.75,1,1,32,8,32-bit,62.42167580910587,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Celeron® Processor G Series,Desktop,2015.75,14,42,2,2,2.8,2,64-bit,51,64,2,34.1
Intel® Celeron® Processor G Series,Desktop,2015.75,14,310.6126932084309,2,2,2.6,2,64-bit,35,64,2,34.1
Intel® Celeron® Processor G Series,Embedded,2015.75,14,42,2,2,2.3,2,64-bit,35,64,2,34.1
Intel® Celeron® Processor G Series,Desktop,2015.75,14,52,2,2,2.9,2,64-bit,51,64,2,34.1
Intel® Celeron® Processor 3000 Series,Mobile,2015.75,14,107,2,2,1.6,2,64-bit,15,32,2,34.1
Intel® Celeron® Processor 3000 Series,Mobile,2015.75,14,107,2,2,2,2,64-bit,15,32,2,34.1
Intel® Atom™ Processor X Series,Mobile,2015.75,28,310.6126932084309,4,4,13.353362115488396,1,64-bit,62.42167580910587,2,1,4.2
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,193,4,4,3,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E5 v4 Family,Embedded,2015.75,14,4,22,44,2.2,55,64-bit,145,1.54,4,76.8
Intel® Xeon® Processor E5 v4 Family,Server,2015.75,14,4,22,44,2.4,55,64-bit,145,1.54,4,76.8
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,213,4,4,3.3,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,250,4,8,3.4,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,272,4,8,3.5,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,250,4,4,2,8,64-bit,25,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,278,4,8,2.1,8,64-bit,25,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,284,4,8,3.5,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,294,4,8,2.9,8,64-bit,45,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Embedded,2015.75,14,377,4,8,2.4,8,64-bit,35,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,328,4,8,3.6,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,339,4,8,3.6,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Server,2015.75,14,612,4,8,3.7,8,64-bit,80,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Embedded,2015.75,14,433,4,8,2,8,64-bit,25,64,2,34.1
Intel® Xeon® Processor D Family,Server,2015.75,14,234,4,8,2.2,6,64-bit,35,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,199,4,8,2.4,6,64-bit,45,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,259,4,8,2.2,6,64-bit,35,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,389,6,12,1.9,9,64-bit,35,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,348,6,12,2.2,9,64-bit,45,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,571,8,16,1.7,12,64-bit,35,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,581,8,16,2.1,12,64-bit,45,128,2,35.07890148212729
Intel® Xeon® Processor D Family,Server,2015.75,14,675,8,16,2,12,64-bit,45,128,2,35.07890148212729
Intel® Pentium® Processor D Series,Server,2015.75,14,103,2,2,1.2,3,64-bit,20,128,2,35.07890148212729
Intel® Pentium® Processor D Series,Server,2015.75,14,129,2,4,2.2,3,64-bit,25,128,2,35.07890148212729
Intel® Pentium® Processor D Series,Server,2015.75,14,156,2,2,1.5,3,64-bit,19,128,2,35.07890148212729
Intel® Pentium® Processor D Series,Server,2015.75,14,194,4,8,1.6,6,64-bit,25,128,2,35.07890148212729
Intel® Pentium® Processor G Series,Embedded,2015.75,14,64,2,2,2.4,3,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.75,14,117,2,4,3.6,3,64-bit,54,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Embedded,2015.75,14,303,4,8,2.4,8,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Embedded,2015.75,14,378,4,8,2.8,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Embedded,2015.75,14,378,4,8,2,8,64-bit,25,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Embedded,2015.75,14,250,4,4,1.9,6,64-bit,25,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Embedded,2015.75,14,250,4,4,2.7,6,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.75,14,182,4,4,2.8,6,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Embedded,2015.75,14,192,4,4,2.3,6,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Embedded,2015.75,14,117,2,4,2.7,4,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Embedded,2015.75,14,225,2,4,1.9,3,64-bit,25,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Embedded,2015.75,14,225,2,4,2.7,3,64-bit,35,64,2,34.1
Intel® Pentium® Processor 4000 Series,Mobile,2015.5,14,161,2,4,2.1,2,64-bit,15,32,2,34.1
Intel® Pentium® Processor 4000 Series,Mobile,2015.5,14,161,2,4,1.5,2,64-bit,6,16,2,29.8
Intel® Quark™ Microcontroller D2000 Series,Embedded,2015.5,34.664870689655174,2.54,1,1,32,35.38509898341359,32-bit,62.42167580910587,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Quark™ Microcontroller D1000 Series,Embedded,2015.5,34.664870689655174,2.54,1,1,33,35.38509898341359,32-bit,0.025,122.35792439372325,2.6157112526539277,35.07890148212729
Intel® Atom™ Processor Z Series,Mobile,2015.5,22,310.6126932084309,4,4,13.353362115488396,2,64-bit,62.42167580910587,4,2,12.8
Intel® Xeon® Processor E3 v5 Family,Mobile,2015.5,14,434,4,8,2.8,8,64-bit,45,64,2,34.1
Intel® Xeon® Processor E3 v5 Family,Mobile,2015.5,14,623,4,8,2.9,8,64-bit,45,64,2,34.1
Intel® Pentium® Processor G Series,Desktop,2015.5,14,64,2,2,2.9,3,64-bit,35,64,2,34.1
Intel® Pentium® Processor G Series,Desktop,2015.5,14,64,2,2,3.3,3,64-bit,54,64,2,34.1
Intel® Pentium® Processor G Series,Desktop,2015.5,14,86,2,2,3.6,3,64-bit,51,64,2,34.1
Intel® Pentium® Processor G Series,Desktop,2015.5,14,75,2,2,3.5,3,64-bit,51,64,2,34.1
Intel® Pentium® Processor G Series,Desktop,2015.5,14,75,2,2,3,3,64-bit,35,64,2,34.1
6th Generation Intel® Core™ m Processors,Mobile,2015.5,14,281,2,4,900,4,64-bit,4.5,16,2,29.8
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,304,2,4,3.1,4,64-bit,28,32,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,304,2,4,2.9,4,64-bit,28,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,393,2,4,2.5,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,310.6126932084309,2,4,2.2,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,310.6126932084309,2,4,3.3,4,64-bit,28,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,393,2,4,2.6,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,415,2,4,2.2,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,378,4,8,2.6,6,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Desktop,2015.5,14,303,4,8,3.4,8,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Desktop,2015.5,14,303,4,8,2.8,8,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Desktop,2015.5,14,339,4,8,4,8,64-bit,91,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,378,4,8,2.7,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,378,4,8,2.7,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i7 Processors,Mobile,2015.5,14,568,4,8,2.9,8,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,304,2,4,1.8,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,281,2,4,2.3,3,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,281,2,4,2.4,3,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,250,4,4,2.3,6,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,304,2,4,2,4,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i5 Processors,Mobile,2015.5,14,250,4,4,2.6,6,64-bit,45,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,182,4,4,2.2,6,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,182,4,4,2.7,6,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,192,4,4,2.5,6,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,192,4,4,3.2,6,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,213,4,4,2.7,6,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,242,4,4,3.5,6,64-bit,91,64,2,34.1
6th Generation Intel® Core™ i5 Processors,Desktop,2015.5,14,213,4,4,3.3,6,64-bit,65,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.5,14,117,2,4,3.2,3,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.5,14,117,2,4,3.7,3,64-bit,51,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Mobile,2015.5,14,304,2,4,2.7,3,64-bit,28,32,2,34.1
6th Generation Intel® Core™ i3 Processors,Mobile,2015.5,14,281,2,4,2.3,3,64-bit,15,32,2,34.1
6th Generation Intel® Core™ i3 Processors,Mobile,2015.5,14,225,2,4,2.7,3,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.5,14,149,2,4,3.9,4,64-bit,51,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.5,14,138,2,4,3.3,4,64-bit,35,64,2,34.1
6th Generation Intel® Core™ i3 Processors,Desktop,2015.5,14,138,2,4,3.8,4,64-bit,51,64,2,34.1
6th Generation Intel® Core™ m Processors,Mobile,2015.5,14,281,2,4,1.1,4,64-bit,4.5,16,2,29.8
6th Generation Intel® Core™ m Processors,Mobile,2015.5,14,281,2,4,1.1,4,64-bit,4.5,16,2,29.8
6th Generation Intel® Core™ m Processors,Mobile,2015.5,14,393,2,4,1.2,4,64-bit,4.5,16,2,29.8
Intel® Celeron® Processor 3000 Series,Mobile,2015.25,14,107,2,2,1.7,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor 3000 Series,Mobile,2015.25,14,107,2,2,1.9,2,64-bit,15,16,2,25.6
Intel® Atom™ Processor X Series,Mobile,2015.25,14,21,4,4,1.44,2,64-bit,62.42167580910587,2,1,12.8
Intel® Xeon® Processor E3 v4 Family,Embedded,2015.25,14,393,4,8,1.8,6,64-bit,47,32,2,25.6
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,1,10,20,1.7,25,64-bit,105,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,1,10,20,2,25,64-bit,105,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,2,10,10,2.6,25,64-bit,135,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,2,12,24,1.9,30,64-bit,105,768,4,68
Intel® Xeon® Processor E5 v3 Family,Embedded,2015.25,22,2,12,24,1.7,30,64-bit,105,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,3,12,24,2.1,30,64-bit,105,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,4,6,12,2.9,30,64-bit,135,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,4,14,28,2.1,35,64-bit,120,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,5,16,32,2,40,64-bit,135,768,4,68
Intel® Xeon® Processor E5 v3 Family,Server,2015.25,22,7,18,36,2.1,45,64-bit,135,768,4,68
Intel® Xeon® Processor E3 v4 Family,Server,2015.25,14,417,4,8,2.3,6,64-bit,35,32,2,29.8
Intel® Xeon® Processor E3 v4 Family,Embedded,2015.25,14,449,4,8,2,6,64-bit,47,32,2,25.6
Intel® Xeon® Processor E3 v4 Family,Server,2015.25,14,556,4,8,3.5,6,64-bit,95,32,2,29.8
Intel® Xeon® Processor E3 v4 Family,Server,2015.25,14,445,4,8,3.4,6,64-bit,65,32,2,29.8
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,1,8,16,2,20,64-bit,115,1.54,4,85
5th Generation Intel® Core™ i5 Processors,Mobile,2015.25,14,289,2,4,3.1,4,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i5 Processors,Desktop,2015.25,14,244,4,4,2.8,4,64-bit,65,32,2,29.86
5th Generation Intel® Core™ i5 Processors,Desktop,2015.25,14,276,4,4,3.1,4,64-bit,65,32,2,25.6
5th Generation Intel® Core™ i5 Processors,Desktop,2015.25,14,265,4,4,3.1,4,64-bit,65,32,2,29.86
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,2,12,24,2.1,30,64-bit,115,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,1,10,20,1.9,25,64-bit,115,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,3,14,28,2.2,35,64-bit,115,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,4,16,32,2.2,40,64-bit,140,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,4,16,32,2.5,45,64-bit,165,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,4,18,36,2.1,45,64-bit,140,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,5,18,36,2.3,45,64-bit,150,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,6,18,36,2,45,64-bit,115,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,7,18,36,2.5,45,64-bit,165,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,6,10,20,2.8,45,64-bit,165,1.54,4,85
Intel® Xeon® Processor E7 v3 Family,Server,2015.25,22,6,4,8,3.2,45,64-bit,140,1.54,4,85
5th Generation Intel® Core™ i7 Processors,Desktop,2015.25,14,366,4,8,3.3,6,64-bit,65,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Desktop,2015.25,14,348,4,8,3.3,6,64-bit,65,32,2,29.86
5th Generation Intel® Core™ i7 Processors,Mobile,2015.25,14,378,4,8,2.7,6,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Embedded,2015.25,14,378,4,8,2.6,6,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Mobile,2015.25,14,434,4,8,2.5,6,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Embedded,2015.25,14,435,4,8,2.7,6,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Mobile,2015.25,14,434,4,8,2.7,6,64-bit,47,32,2,25.6
5th Generation Intel® Core™ i7 Processors,Mobile,2015.25,14,623,4,8,2.9,6,64-bit,47,32,2,25.6
Intel® Celeron® Processor 3000 Series,Mobile,2015,14,107,2,2,1.5,2,64-bit,15,16,2,25.6
Intel® Pentium® Processor 3000 Series,Mobile,2015,14,161,2,4,1.9,2,64-bit,15,16,2,25.6
Intel® Pentium® Processor N Series,Mobile,2015,14,161,4,4,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Pentium® Processor 3000 Series,Mobile,2015,14,161,2,2,1.9,2,64-bit,15,16,2,25.6
Intel® Celeron® Processor N Series,Mobile,2015,14,107,4,4,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2015,14,107,2,2,1.6,2,64-bit,6,8,2,35.07890148212729
Intel® Celeron® Processor N Series,Mobile,2015,14,107,2,2,1.04,2,64-bit,4,8,2,35.07890148212729
Intel® Celeron® Processor 3000 Series,Mobile,2015,14,107,2,2,1.7,2,64-bit,15,16,2,25.6
Intel® Atom™ Processor X Series,Mobile,2015,28,310.6126932084309,2,2,1,512,64-bit,62.42167580910587,1,1,3.2
Intel® Atom™ Processor X Series,Mobile,2015,28,310.6126932084309,4,4,13.353362115488396,1,64-bit,62.42167580910587,2,1,4.2
Intel® Atom™ Processor X Series,Mobile,2015,28,310.6126932084309,4,4,13.353362115488396,1,64-bit,62.42167580910587,2,1,4.2
Intel® Atom™ Processor X Series,Mobile,2015,28,310.6126932084309,4,4,1.2,1,64-bit,62.42167580910587,2,1,4.2
